2024-08-03 18:18:16.206 INFO  c.fugui.train.common.interceptor.MemberInterceptor:26   http-nio-8002-exec-166 [32m1722680296035ozr[0;39m 当前登录用户信息为{"mobile":"13000000000","id":1814358440773029888}
2024-08-03 18:18:16.213 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.213 INFO  c.fugui.train.common.interceptor.MemberInterceptor:27   http-nio-8002-exec-14 [32m1722680295947f2c[0;39m 当前登录token为eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3MjI1OTY0NDEsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE4MTQzNTg0NDA3NzMwMjk4ODgsImV4cCI6MTcyMjY4Mjg0MSwiaWF0IjoxNzIyNTk2NDQxfQ.R1HQA76yf8a4kjI9J-3zDWfoOl3BHk1YSy8TGO08AaA
2024-08-03 18:18:16.213 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-36 [32m1722680295947qdt[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.214 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-110 [32m17226802959633th[0;39m 购票被限流
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.214 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-67 [32m17226802960619kw[0;39m 购票被限流
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-110 [32m17226802959633th[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :54   http-nio-8002-exec-14 [32m17226802962144cz[0;39m ------------- 开始 -------------
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-110 [32m17226802959633th[0;39m ------------- 结束 耗时：251 ms -------------
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-14 [32m17226802962144cz[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-67 [32m17226802960619kw[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.214 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-134 [32m1722680296139iyl[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.215 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-36 [32m1722680295947qdt[0;39m 购票被限流
2024-08-03 18:18:16.215 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-177 [32m1722680296063mxr[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.215 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-10 [32m1722680295963sqb[0;39m ------------- 结束 耗时：252 ms -------------
2024-08-03 18:18:16.216 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 购票被限流
2024-08-03 18:18:16.216 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.216 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.216 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-85 [32m1722680296206xcr[0;39m ------------- 结束 耗时：10 ms -------------
2024-08-03 18:18:16.216 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.216 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-177 [32m1722680296063mxr[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.217 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.217 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.217 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-88 [32m1722680295966oau[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.218 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-177 [32m1722680296063mxr[0;39m 购票被限流
2024-08-03 18:18:16.218 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-199 [32m17226802960477oo[0;39m 购票被限流
2024-08-03 18:18:16.218 INFO  c.fugui.train.common.interceptor.MemberInterceptor:27   http-nio-8002-exec-69 [32m17226802959047it[0;39m 当前登录token为eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3MjI1OTY0NDEsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE4MTQzNTg0NDA3NzMwMjk4ODgsImV4cCI6MTcyMjY4Mjg0MSwiaWF0IjoxNzIyNTk2NDQxfQ.R1HQA76yf8a4kjI9J-3zDWfoOl3BHk1YSy8TGO08AaA
2024-08-03 18:18:16.218 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-88 [32m1722680295966oau[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.219 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 购票被限流
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-33 [32m1722680296125c7m[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-132 [32m1722680295969qxc[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-33 [32m1722680296125c7m[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-53 [32m172268029612802o[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-8 [32m1722680296144xxx[0;39m ------------- 结束 耗时：75 ms -------------
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :55   http-nio-8002-exec-127 [32m1722680296167urc[0;39m 请求地址: http://127.0.0.1:8002/business/confirm-order/do POST
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-33 [32m1722680296125c7m[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-127 [32m1722680296167urc[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.219 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-120 [32m1722680296068lea[0;39m 购票被限流
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :78   http-nio-8002-exec-33 [32m1722680296125c7m[0;39m 请求参数: [{"dailyTrainTicketId":1819098670612746240,"date":1723651200000,"end":"上海","start":"潮阳","tickets":[{"passengerId":1814928524881039400,"passengerIdCard":"11","passengerName":"王泽铭","passengerType":"2","seatTypeCode":"2"}],"trainCode":"1"}]
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-53 [32m172268029612802o[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-120 [32m1722680296068lea[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.219 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-127 [32m1722680296167urc[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.221 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-120 [32m1722680296068lea[0;39m ------------- 结束 耗时：153 ms -------------
2024-08-03 18:18:16.221 INFO  com.fugui.train.common.aspect.LogAspect           :57   http-nio-8002-exec-53 [32m172268029612802o[0;39m 远程地址: 127.0.0.1
2024-08-03 18:18:16.221 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-132 [32m1722680295969qxc[0;39m 购票被限流
2024-08-03 18:18:16.221 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-99 [32m1722680296125ld6[0;39m 购票被限流
2024-08-03 18:18:16.221 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-33 [32m1722680296125c7m[0;39m 购票被限流
2024-08-03 18:18:16.223 INFO  com.fugui.train.common.aspect.LogAspect           :56   http-nio-8002-exec-159 [32m1722680296104q2n[0;39m 类名方法: com.fugui.train.business.controller.ConfirmOrderController.doConfirm
2024-08-03 18:18:16.224 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-47 [32m17226802960727h0[0;39m 购票被限流
2024-08-03 18:18:16.224 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-38 [32m1722680295960vfc[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.224 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-47 [32m17226802960727h0[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
2024-08-03 18:18:16.224 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-38 [32m1722680295960vfc[0;39m ------------- 结束 耗时：264 ms -------------
2024-08-03 18:18:16.224 INFO  com.fugui.train.common.aspect.LogAspect           :91   http-nio-8002-exec-47 [32m17226802960727h0[0;39m ------------- 结束 耗时：152 ms -------------
2024-08-03 18:18:16.224 INFO  c.f.t.business.controller.ConfirmOrderController  :36   http-nio-8002-exec-136 [32m172268029605329b[0;39m 购票被限流
2024-08-03 18:18:16.225 INFO  com.fugui.train.common.aspect.LogAspect           :90   http-nio-8002-exec-136 [32m172268029605329b[0;39m 返回结果: {"message":"访问人数过多，请重试","success":false}
